Game,System,Publisher,Developer,Category,Year
Senso 7800 Test 5,Atari 7800,Public Domain,Karolj Nadj,Puzzle,2001.0
Sentinel,Amstrad CPC,Firebird Software,Public Domain,Puzzle,1987.0
Shackled,Amstrad CPC,U.S. Gold Ltd.,Data East Corporation,Puzzle,1988.0
Shackled,Sinclair ZX Spectrum,U.S. Gold Ltd.,Data East Corporation,Puzzle,1988.0
Shackled,Atari ST,U.S. Gold Ltd.,Data East Corporation,Puzzle,1988.0
Shackled,Commodore 64,U.S. Gold Ltd.,Data East Corporation,Puzzle,1988.0
Shadow of the Beast,Commodore 64,Ocean Software Ltd.,Reflections Interactive,Puzzle,1990.0
Shadow of the Beast,Atari ST,Psygnosis Limited,Reflections Interactive,Puzzle,1990.0
Shadow of the Beast,Sinclair ZX Spectrum,Gremlin Graphics,Reflections Interactive,Puzzle,1990.0
Shadow of the Beast,Commodore Amiga,Psygnosis Limited,Reflections Interactive,Puzzle,1989.0
Shadow of the Beast,NEC PC Engine CD,Psygnosis Limited,Reflections Interactive,Puzzle,1992.0
Shadow of the Beast,NEC TurboGrafx CD,Psygnosis Limited,Reflections Interactive,Puzzle,1992.0
Shadow of the Beast,Sega Genesis,Electronic Arts,Psygnosis Limited,Puzzle,1991.0
Shadow of the Beast,Sega Master System,Psygnosis Limited,Reflections Interactive,Puzzle,1992.0
Shadow of the Beast,Sega Nomad,Electronic Arts,Psygnosis Limited,Puzzle,1991.0
Shadow of the Beast 3: Out of the Shadow,Commodore Amiga,Psygnosis Limited,Reflections Interactive,Puzzle,1992.0
Shadowgate Classic,Nintendo Game Boy Color,Kotobuki System,Infinite Ventures,Puzzle,1999.0
Shanghai,Dragon 32-64,Paul Burgin Software,Paul Burgin Software,Puzzle,1991.0
Shanghai,Arcade,Sunsoft,SunSoft,Puzzle,1988.0
Shanghai - The Great Wall / Shanghai Triple Threat,Arcade,Sunsoft,SunSoft,Puzzle,1995.0
Shanghai - The Great Wall / Shanghai Triple Threat,Sega ST-V,Sunsoft,SunSoft,Puzzle,1995.0
Shanghai II,Sega Nomad,Activision,Activision,Puzzle,1991.0
Shanghai II,Arcade,Sunsoft,SunSoft,Puzzle,1989.0
Shanghai II,MSX 2,SystemSoft,Activision,Puzzle,1989.0
Shanghai II,MSX,SystemSoft,Activision,Puzzle,1989.0
Shanghai II,Sega Genesis,Activision,Activision,Puzzle,1991.0
Shanghai III,Arcade,Sunsoft,SunSoft,Puzzle,1993.0
Shanghai Matekibuyuu,Arcade,Sunsoft,SunSoft,Puzzle,1998.0
Shanghai Sangokuhai Tougi,Arcade,Warashi,Warashi,Puzzle,2002.0
Shanghai Shoryu Sairin,Arcade,Warashi,Warashi,Puzzle,2000.0
Shanghai: Triple-Threat,Panasonic 3DO,Activision,Success Corp.,Puzzle,1994.0
Shanghai: Triple-Threat,Sega Saturn,Activision,Activision,Puzzle,1995.0
Sheep,Sony Playstation,Empire Software,Minds-Eye Productions,Puzzle,2000.0
Sherlock Holmes Consulting Detective: Volume 2,Sega CD,ICOM Simulations,ICOM Simulations,Puzzle,1992.0
Sherlock Holmes Consulting Detective: Volume 2,NEC TurboGrafx CD,Victor Musical Industrie...,ICOM Simulations,Puzzle,1993.0
Sherlock Holmes Consulting Detective: Volume 2,NEC PC Engine CD,Victor Musical Industrie...,ICOM Simulations,Puzzle,1993.0
Sherlock Holmes: Another Bow,Apple II,Bantam Software,Bantam Software,Puzzle,1985.0
Sherlock Holmes: Another Bow,Commodore 64,Bantam Software,Bantam Software,Puzzle,1985.0
Shingata Kururin Pa!,Sega Saturn,Sky Think Systems,Sky Think Systems,Puzzle,1995.0
Shisensho II,Arcade,Tamtex,Tamtex,Puzzle,1993.0
Shock Wave,Nintendo NES,American Game Cartridges,American Game Cartridges,Puzzle,1990.0
Short Circuit,Amstrad CPC,Ocean Software Ltd.,Ocean Software Ltd.,Puzzle,1987.0
Shove It! The Warehouse Game,Sega Genesis,DreamWorks Interactive,Masaya,Puzzle,1990.0
Shove It! The Warehouse Game,Sega Nomad,DreamWorks Interactive,Masaya,Puzzle,1990.0
Shrek 2,Microsoft Xbox,Activision,Luxoflux,Puzzle,
Shrek 2,Nintendo GameCube,Activision,Luxoflux,Puzzle,
Shrek 2,Sony Playstation 2,Activision,Luxoflux,Puzzle,2004.0
Shrek Super Party,Sony Playstation 2,TDK Mediactive,Mass Media,Puzzle,2002.0
Shrek Super Party,Nintendo GameCube,TDK Mediactive,Mass Media,Puzzle,
Shrek Super Party,Microsoft Xbox,TDK Mediactive,Mass Media,Puzzle,
Shrek the Third,Nintendo DS,Activision,Vicarious Visions,Puzzle,2007.0
Shrines of Enigma,MSX 2,Sunrise Software,Enigma Soft,Puzzle,1994.0
Shu Zi Le Yuan,Arcade,IGS Corp.,IGS Corp.,Puzzle,1996.0
Sid Meier's Covert Action,Commodore Amiga,MicroProse Ltd.,MicroProse Ltd.,Puzzle,1991.0
Sid Meier's Pirates,Sony PSP,2K Games,Firaxis Games,Puzzle,
Silent Hill,Sony Playstation,Konami,Team Silent,Puzzle,1999.0
Silent Hill 2: Restless Dreams,Microsoft Xbox,Konami,Team Silent,Puzzle,2002.0
Silent Hill 2: Restless Dreams,Sony Playstation 2,Konami,Team Silent,Puzzle,2002.0
Simon,Nintendo Virtual Boy,Public Domain,Pat Daderko,Puzzle,
Simon the Sorcerer,Commodore Amiga CD32,Blittersoft,Adventure Soft,Puzzle,1994.0
Simon the Sorcerer,Commodore Amiga,Adventure Soft,Adventure Soft,Puzzle,1994.0
Simon the Sorcerer's Puzzle Pack: Jumble,ScummVM,Adventure Soft,Adventure Soft,Puzzle,1998.0
Simon the Sorcerer's Puzzle Pack: Swampy Adventures,ScummVM,Adventure Soft,Adventure Soft,Puzzle,1998.0
Sims 2,Sony PSP,Electronic Arts,Maxis Software,Puzzle,2005.0
Simulcra,Atari ST,MicroStyle,Graftgold Ltd.,Puzzle,1990.0
Simulcra,Commodore Amiga,MicroStyle,Graftgold Ltd.,Puzzle,1990.0
Sinbad,Sinclair ZX Spectrum,Atlantis Software,Atlantis Software,Puzzle,1984.0
Sindbad Mystery,Arcade,Sega,Sega,Puzzle,1983.0
Sink or Swim,Sega Nomad,Codemasters,Odysseus Software,Puzzle,1994.0
Sink or Swim,Commodore Amiga,Zeppelin Games,Odysseus Software,Puzzle,1993.0
Sink or Swim,Sega Genesis,Codemasters,Odysseus Software,Puzzle,1994.0
Sink or Swim,Nintendo SNES,Titus Software,Zeppelin Games,Puzzle,1994.0
Skool Daze,Sinclair ZX Spectrum,Microsphere Computer Ser...,Microsphere Computer Ser...,Puzzle,1985.0
Skull,Sinclair ZX Spectrum,Games Machine,Games Machine,Puzzle,1984.0
Skull,Commodore 64,Games Machine,Games Machine,Puzzle,1984.0
Skweek,Atari ST,Loriciels,Loriciels,Puzzle,1989.0
Skweek,Commodore Amiga,Loriciels,Loriciels,Puzzle,1989.0
Skweek,NEC TurboGrafx-16,Victor Musical Industrie...,Loriciels,Puzzle,1991.0
Skweek,NEC PC Engine,Victor Musical Industrie...,Loriciels,Puzzle,1991.0
Skweek,Amstrad CPC,U.S. Gold Ltd.,Loriciels,Puzzle,1989.0
Slightly Magic,Commodore 64,Codemasters,Codemasters,Puzzle,1991.0
Slightly Magic,Atari ST,Codemasters,Codemasters,Puzzle,1991.0
Slightly Magic,Sinclair ZX Spectrum,Codemasters,Codemasters,Puzzle,1991.0
Slightly Magic,Commodore Amiga,Codemasters,Codemasters,Puzzle,1991.0
Slightly Magic,Amstrad CPC,Codemasters,Codemasters,Puzzle,1991.0
Smart Bomb,Sony PSP,Eidos Interactive,Core Design Ltd.,Puzzle,2005.0
Snake It,MSX 2,Aackosoft International,Eaglesoft,Puzzle,1986.0
Snake It,MSX,Aackosoft International,Eaglesoft,Puzzle,1986.0
Snood,Nintendo Game Boy Advance,Destination Software,Rebellion,Puzzle,2001.0
Snood 2: On Vacation,Nintendo Game Boy Advance,Destination Software,Gravity-i,Puzzle,2005.0
Snood 2: On Vacation,Nintendo DS,Destination Software,Gravity-i,Puzzle,2005.0
Snooper Troops,Atari 8-bit,Spinnaker Software,Tom Snyder Productions,Puzzle,1982.0
Snooper Troops,Apple II,Spinnaker Software,Tom Snyder Productions,Puzzle,1982.0
Snooper Troops,Commodore 64,Spinnaker Software,Tom Snyder Productions,Puzzle,1983.0
Snooper Troops (Case 2): The Disappearing Dolphin,Apple II,Spinnaker Software,Tom Snyder Productions,Puzzle,1983.0
Snooper Troops (Case 2): The Disappearing Dolphin,Atari 8-bit,Spinnaker Software,Tom Snyder Productions,Puzzle,1982.0
Snooper Troops: Case #2 - The Case of the Disappearing Dolphin,Commodore 64,Spinnaker Software,Tom Snyder Productions,Puzzle,1983.0
Sokoban,MSX 2,ASCII Corporation,Thinking Rabbit,Puzzle,1984.0
Sokoban,Tandy TRS-80 CoCo,Tandy,Thinking Rabbit,Puzzle,1988.0
Sokoban,MSX,ASCII Corporation,Thinking Rabbit,Puzzle,1984.0
Sokoban,Apple II,Spectrum Holobyte,Thinking Rabbit,Puzzle,1984.0
Soko-Ban,Commodore 64,Spectrum Holobyte,Thinking Rabbit,Puzzle,1984.0
SokoMania,Atari Lynx,MW Software,MW Software,Puzzle,1999.0
Soldam,Arcade,Jaleco,Jaleco Ltd.,Puzzle,1992.0
Solomon no Kagi,Arcade,Tecmo,Tecmo,Puzzle,1986.0
Solomon's Key,Arcade,Tecmo,Tecmo,Puzzle,1986.0
Solstice: The Quest for the Staff of Demnos,Nintendo NES,CSG Imagesoft,Software Creations,Puzzle,1990.0
Sonic Advance,Nintendo Game Boy Advance,Sega,Dimps Corporation,Puzzle,2002.0
Sonic Shuffle,Sega Dreamcast,Sega,Sega,Puzzle,2000.0
Sorcerer of Claymorgue Castle,Sinclair ZX Spectrum,Adventure International,Adventure International,Puzzle,1985.0
Sorcerer of Claymorgue Castle,Texas Instruments TI 99/4A,Adventure International,Adventure International,Puzzle,1984.0
Sorcerer of Claymorgue Castle,Tandy TRS-80,Adventure International,Adventure International,Puzzle,1984.0
Sorcerer of Claymorgue Castle,Dragon 32-64,Adventure International,Adventure International,Puzzle,1984.0
Sorcerer of Claymorgue Castle,Apple II,Adventure International,Adventure International,Puzzle,1984.0
Sorcerer of Claymorgue Castle,Atari 8-bit,Adventure International,Adventure International,Puzzle,1981.0
Sorcerer of Claymorgue Castle,Commodore 64,Adventure International,Adventure International,Puzzle,1984.0
Soreyuke Ebisumaru! Karakuri Meiro - Kieta Goemon no Nazo!!,Nintendo SNES,Konami,Konami,Puzzle,1996.0
Soroban Gu,Bandai WonderSwan Color,Naxat Soft,Mechanic Arms,Puzzle,2000.0
Souko Ban Deluxe,Arcade,Namco,Namco,Puzzle,1990.0
Soul of a Robot,Amstrad CPC,Mastertronic,Action Byte,Puzzle,1986.0
Soul of a Robot,MSX,Mastertronic,Action Byte,Puzzle,1987.0
Soul of a Robot,MSX 2,Mastertronic,Action Byte,Puzzle,1987.0
Soul of a Robot,Sinclair ZX Spectrum,Mastertronic,Action Byte,Puzzle,1985.0
Soutenryu,Arcade,Warashi,Warashi,Puzzle,2000.0
Space Doubt,Commodore 64,Computer Rentals Limited,Computer Rentals Limited,Puzzle,1985.0
Sparkz,Arcade,Atari,Atari,Puzzle,1992.0
Spherical,Amstrad CPC,Rainbow Arts,Rainbow Arts,Puzzle,1990.0
Spherical,Commodore 64,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Spherical,Atari ST,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Spherical,Sinclair ZX Spectrum,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Spherical,Commodore Amiga,Rainbow Arts,Rainbow Arts,Puzzle,1989.0
Spiderbot,Commodore 64,Addictive Games,Addictive Games,Puzzle,1986.0
Spider-Man 2: Enter Electro,Sony Playstation,Activision,Vicarious Visions,Puzzle,2001.0
Spike in Transilvania,Commodore 64,Codemasters,Genesis Software,Puzzle,1991.0
Spike in Transilvania,Atari ST,Codemasters,Genesis Software,Puzzle,1991.0
Spike in Transilvania,Commodore Amiga,Codemasters,Genesis Software,Puzzle,1991.0
Spike in Transilvania,Sinclair ZX Spectrum,Codemasters,Genesis Software,Puzzle,1991.0
Spin Jam,Sony Playstation,Take 2 Interactive,Empire Software,Puzzle,2000.0
Spin Jam,Sony PSP,Empire Software,Empire Software,Puzzle,2008.0
Splash Lake,NEC PC Engine CD,NEC Corporation,Bits Laboratory,Puzzle,1991.0
Splash Lake,NEC TurboGrafx CD,NEC Corporation,Bits Laboratory,Puzzle,1991.0
Split Personalities,Amstrad CPC,Domark Software,Ernieware,Puzzle,1986.0
Split Personalities,Sinclair ZX Spectrum,Domark Software,Ernieware,Puzzle,1986.0
Split Personalities,Commodore 64,Domark Software,Ernieware,Puzzle,1986.0
Spooked,Amstrad CPC,Players Software,Players Software,Puzzle,1989.0
Spooked,Commodore 64,Players Software,Players Software,Puzzle,1989.0
Spooked,Sinclair ZX Spectrum,Players Software,Players Software,Puzzle,1989.0
Sports Match,Arcade,Dynax,Dynax,Puzzle,1989.0
Spot,Nintendo Game Boy,Arcadia Systems,Software Creations,Puzzle,1990.0
Spot,Nintendo NES,Arcadia Systems,Arcadia Systems,Puzzle,1990.0
Spy vs Spy,Sega Master System,Sega,First Star Software,Puzzle,1986.0
Spy vs Spy,Commodore 64,Beyond - Challenging Sof...,First Star Software,Puzzle,1984.0
Spy vs. Spy,Atari ST,Wicked Software,First Star Software,Puzzle,1989.0
Spy vs. Spy,Apple II,First Star Software,First Star Software,Puzzle,1984.0
Spy vs. Spy,Atari 8-bit,First Star Software,First Star Software,Puzzle,1984.0
Spy vs. Spy,Commodore Amiga,Wicked Software,First Star Software,Puzzle,1989.0
Spy vs. Spy,Sinclair ZX Spectrum,Beyond - Challenging Sof...,First Star Software,Puzzle,1985.0
Spy vs. Spy,Sony Playstation 2,Global Star Software,Vicious Cycle Software,Puzzle,2005.0
Spy vs. Spy,Nintendo NES,Kemco,First Star Software,Puzzle,1988.0
Spy vs. Spy,Microsoft Xbox,Global Star Software,Vicious Cycle Software,Puzzle,2005.0
Spy vs. Spy,Amstrad CPC,Beyond - Challenging Sof...,First Star Software,Puzzle,1985.0
Spy vs. Spy Trilogy,Sinclair ZX Spectrum,Databyte,First Star Software,Puzzle,1988.0
Spyro 2: Season of Flame,Nintendo Game Boy Advance,Vivendi Universal Games,Digital Eclipse Software,Puzzle,2002.0
Spyro: A Hero's Tail,Microsoft Xbox,Sierra On-Line,Eurocom Entertainment So...,Puzzle,2004.0
Spyro: A Hero's Tail,Nintendo GameCube,Sierra On-Line,Eurocom Entertainment So...,Puzzle,2004.0
Spyro: A Hero's Tail,Sony Playstation 2,Vivendi Universal Games,Eurocom Entertainment So...,Puzzle,2004.0
Spyro: Attack of the Rhynocs,Nintendo Game Boy Advance,Vivendi Universal Games,Digital Eclipse Software,Puzzle,2003.0
Stack Columns,Arcade,Sega,Sega,Puzzle,1994.0
Stack Up,Nintendo NES,Nintendo,Nintendo,Puzzle,1985.0
Stack Up,Sinclair ZX Spectrum,Zeppelin Games,Zeppelin Games,Puzzle,1991.0
Stack Up,Commodore Amiga,Zeppelin Games,Zeppelin Games,Puzzle,1991.0
Stack Up,Atari 8-bit,Zeppelin Games,Zeppelin Games,Puzzle,1991.0
Stack Up,Atari ST,Zeppelin Games,Zeppelin Games,Puzzle,1991.0
Star Quake,Atari ST,Mandarin Software,Bubble Bus Software,Puzzle,1988.0
Star Quake,Atari 8-bit,Bubble Bus Software,Bubble Bus Software,Puzzle,1985.0
Star Quake,MSX,Bubble Bus Software,Bubble Bus Software,Puzzle,1985.0
Star Quake,MSX 2,Bubble Bus Software,Bubble Bus Software,Puzzle,1985.0
Star Quake,Amstrad CPC,Bubble Bus Software,Bubble Bus Software,Puzzle,1986.0
Star Sweep,Arcade,Axela,Axela,Puzzle,1997.0
Star Trek 25th Anniversary,Nintendo NES,Ultra Games,Interplay Productions,Puzzle,1991.0
Star Trek 25th Anniversary,Commodore Amiga,Interplay Productions,Interplay Productions,Puzzle,1994.0
Star Trek First Contact,Apple II,Simon & Schuster Interac...,Micromosaics,Puzzle,1988.0
Star Trek Generations - Beyond the Nexus,Nintendo Game Boy,Absolute Entertainment,Absolute Entertainment,Puzzle,1994.0
Star Trigon,Arcade,Namco,Namco,Puzzle,2002.0
Star Tropics,Nintendo NES,Nintendo,Nintendo,Puzzle,1990.0
Star Wars Trilogy: Apprentice of the Force,Nintendo Game Boy Advance,Ubisoft,Ubisoft,Puzzle,2004.0
Star Wars: Droids,Commodore 64,Mastertronic,Binary Design,Puzzle,1988.0
Star Wars: Lethal Alliance,Sony PSP,Ubisoft,Ubisoft,Puzzle,2006.0
Starquake,Commodore 64,Bubble Bus Software,Bubble Bus Software,Puzzle,1984.0
Starquake,Sinclair ZX Spectrum,Zafiro,Bubble Bus Software,Puzzle,1985.0
Statix,Commodore Amiga,Black Legend,7th Sign Production,Puzzle,1994.0
Steel Worker,Arcade,Taito,Taito,Puzzle,1980.0
Steg the Slug,Commodore Amiga,Codemasters,Big Red Software,Puzzle,1992.0
Steg the Slug,Sinclair ZX Spectrum,Codemasters,Big Red Software,Puzzle,1992.0
Steg the Slug,Commodore 64,Codemasters,Big Red Software,Puzzle,1992.0
Steg the Slug,Atari ST,Codemasters,Big Red Software,Puzzle,1992.0
Steg the Slug,Amstrad CPC,Codemasters,Big Red Software,Puzzle,1992.0
Still Life,Microsoft Xbox,MC2-Microïds,MC2-Microïds,Puzzle,
Stone Age,Commodore 64,Eclipse Software Design,Stonehenge Soft Art,Puzzle,1992.0
Stoneage,Atari ST,Grandslam Entertainment,Stonehenge Soft Art,Puzzle,1992.0
Stoneage,Commodore Amiga,Eclipse Software Design,Stonehenge Soft Art,Puzzle,1992.0
Stormbringer,Sinclair ZX Spectrum,Mastertronic,Mastertronic,Puzzle,1987.0
Stormbringer,Atari ST,Mastertronic,Mastertronic,Puzzle,1988.0
Stormbringer,Commodore 64,Mastertronic,Mastertronic,Puzzle,1987.0
Stormbringer,Amstrad CPC,Mastertronic,Mastertronic,Puzzle,1987.0
Stormlord II: Deliverance,Amstrad CPC,Hewson Consultants,Hewson Consultants,Puzzle,1990.0
Strange Odyssey,Atari 8-bit,Adventure International,Adventure International,Puzzle,1982.0
Strawberry Shortcake Musical Match-Ups,Atari 2600,Parker Brothers,Parker Brothers,Puzzle,1983.0
Stupid Invaders,Sega Dreamcast,Ubisoft,Xilam,Puzzle,2001.0
Sub Mission,Apple II,Mindscape,Tom Snyder Productions,Puzzle,1986.0
Supaplex,Commodore Amiga,Digital Integration,Think!Ware Development,Puzzle,1991.0
Super Bomberman,Nintendo SNES,Hudson Soft,Hudson Soft,Puzzle,1993.0
Super Bomberman 2,Nintendo SNES,Hudson Soft,Hudson Soft,Puzzle,1994.0
Super Bomberman 3,Nintendo SNES,Hudson Soft,Hudson Soft,Puzzle,1995.0
Super Bomberman 4,Nintendo SNES,Hudson Soft,Hudson Soft,Puzzle,1996.0
Super Bomberman 5,Nintendo SNES,Hudson Soft,Hudson Soft,Puzzle,1997.0
Super Boulder Dash,Apple II,Electronic Arts,First Star Software,Puzzle,1986.0
Super Boulder Dash,Atari 8-bit,Electronic Arts,First Star Software,Puzzle,1986.0
Super Boulder Dash,Commodore 64,Electronic Arts,First Star Software,Puzzle,1986.0
Super Bust-A-Move,Nintendo Game Boy Advance,Ubisoft,Taito Corporation,Puzzle,2001.0
Super Bust-A-Move,Sony Playstation 2,Taito Corporation,Taito Corporation,Puzzle,2000.0
Super Collapse! 2,Nintendo Game Boy Advance,Majesco Sales,GameHouse,Puzzle,2004.0
Super Columns,Sega Game Gear,Sega,Sega,Puzzle,1995.0
Super Foul Egg,Commodore Amiga,Future,Impact Productions,Puzzle,1996.0
Super Mario Sunshine,Nintendo GameCube,Nintendo,Nintendo,Puzzle,2002.0
Super Mario World: Super Mario Advance 2,Nintendo Game Boy Advance,Nintendo,Nintendo,Puzzle,2002.0
Super Monkey Ball Deluxe,Microsoft Xbox,Sega,Amusement Vision,Puzzle,
Super Monkey Ball Deluxe,Sony Playstation 2,Sega,Amusement Vision,Puzzle,2005.0
Super Monkey Ball Jr.,Nintendo Game Boy Advance,Sega,Amusement Vision,Puzzle,2002.0
Super Puyo Puyo,Nintendo SNES,Banpresto,Compile,Puzzle,1993.0
Super Puzzle Bobble,Arcade,Taito,Taito,Puzzle,1999.0
Super Puzzle Fighter II Turbo,Arcade,Capcom,Capcom,Puzzle,1996.0
Super Puzzle Fighter II X,Arcade,Capcom,Capcom,Puzzle,1996.0
Super Qix,Arcade,Taito,Taito,Puzzle,1987.0
Super Quintet,Atari ST,Atari,Atari,Puzzle,1989.0
Super Quintet,Commodore Amiga,Atari,Atari,Puzzle,1989.0
Super Skweek,Commodore Amiga,Loriciels,Loriciels,Puzzle,1990.0
Super Skweek,Atari ST,Loriciels,Loriciels,Puzzle,1990.0
Super Skweek,Atari Lynx,Atari,Loriciels,Puzzle,1991.0
Super Skweek,Amstrad CPC,Loriciels,Loriciels,Puzzle,1991.0
Super Snake,MSX,HAL Laboratory,HAL Laboratory,Puzzle,1983.0
Super Snake,MSX 2,HAL Laboratory,HAL Laboratory,Puzzle,1983.0
Super Tetris,Commodore Amiga,Spectrum Holobyte,Sphere,Puzzle,1992.0
Supreme Challenge,Sinclair ZX Spectrum,Beau Jolly,Various,Puzzle,1988.0
Survivors,Atari 8-bit,Atlantis Software,Atlantis Software,Puzzle,1987.0
Susume! Taisen Puzzle Dama Toukon! Marumata Chou,Nintendo N64,Konami,Konami,Puzzle,1998.0
Susume! Taisen Puzzle-Dama,Arcade,Konami,Konami,Puzzle,1996.0
Sweevo's World,Amstrad CPC,Gargoyle Games,Gargoyle Games,Puzzle,1986.0
Sweevo's World,Sinclair ZX Spectrum,Gargoyle Games,Gargoyle Games,Puzzle,1986.0
Swibble Dibble,Commodore Amiga,Computec Verlag,D-Lite,Puzzle,1993.0
Swing,Nintendo Game Boy Color,Software 2000,Software 2000,Puzzle,2000.0
Swing,Sony Playstation,Software 2000,Software 2000,Puzzle,1998.0
Switchball,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,Atomic,Puzzle,2007.0
SwordQuest: EarthWorld,Atari 2600,Atari,Atari,Puzzle,1982.0
Syberia,Sony Playstation 2,Microïds,Microïds,Puzzle,2003.0
Syberia 2,Sony Playstation 2,MC2-Microïds,MC2-Microïds,Puzzle,2005.0
Syberia 2,Microsoft Xbox,MC2-Microïds,MC2-Microïds,Puzzle,2004.0
Syukudai ga Tant-R,Sega Saturn,Sega,Studio Cliche,Puzzle,1996.0
Tabaluga,Nintendo Game Boy Color,Infogrames,NEON Software,Puzzle,1999.0
Tai-Chi Tortoise,Sinclair ZX Spectrum,Zeppelin Games,Zeppelin Games,Puzzle,1991.0
Tai-Chi Tortoise,Commodore 64,Zeppelin Games,Zeppelin Games,Puzzle,1991.0
Tail Tale,Commodore Amiga,Coombe Valley,FumiFumiKICK,Puzzle,2006.0
Taipan,MSX,Ocean Software Ltd.,Ocean Software Ltd.,Puzzle,1987.0
Taipan,MSX 2,Ocean Software Ltd.,Ocean Software Ltd.,Puzzle,1987.0
Taipan,Atari ST,Ocean Software Ltd.,Ocean Software Ltd.,Puzzle,1987.0
Taipan,Amstrad CPC,Ocean Software Ltd.,Ocean Software Ltd.,Puzzle,1987.0
Tai-Pan,Commodore 64,Ocean Software Ltd.,Ocean Software Ltd.,Puzzle,1987.0
Tai-Pan,Sinclair ZX Spectrum,Ocean Software Ltd.,Ocean Software Ltd.,Puzzle,1987.0
Taisen Puzzle-dama,Arcade,Konami,Konami,Puzzle,1994.0
Taisen Tokkae-dama,Arcade,Konami,Konami,Puzzle,1996.0
Takahashi Meijin no Boukenjima 4,Nintendo NES,Hudson Soft,Hudson Soft,Puzzle,1994.0
Tangram,Commodore Amiga,Thalion Software,Thalion Software,Puzzle,1991.0
Tangram,Atari ST,Thalion Software,Thalion Software,Puzzle,1991.0
Taz Express,Nintendo N64,Infogrames,Zed Two Game Design Studio,Puzzle,2000.0
Technician Ted,Amstrad CPC,Hewson Consultants,Hewson Consultants,Puzzle,1984.0
Technician Ted,Sinclair ZX Spectrum,Hewson Consultants,Hewson Consultants,Puzzle,1984.0
Terrorpods,Amstrad CPC,Psygnosis Limited,Psygnosis Limited,Puzzle,1989.0
Terrorpods,Sinclair ZX Spectrum,Psygnosis Limited,Psygnosis Limited,Puzzle,1989.0
Terrorpods,MSX 2,Dro Soft,Psygnosis Limited,Puzzle,1989.0
Terrorpods,Commodore Amiga,Psygnosis Limited,Psygnosis Limited,Puzzle,1987.0
Terrorpods,MSX,Dro Soft,Psygnosis Limited,Puzzle,1989.0
Terrorpods,Atari ST,Psygnosis Limited,Psygnosis Limited,Puzzle,1987.0
Tesserae,Nintendo Game Boy,Gametek,Eurocom Entertainment So...,Puzzle,1993.0
Tesserae,Sega Game Gear,Gametek,Eurocom Entertainment So...,Puzzle,
Tetris,Amstrad CPC,Mirrorsoft,Elorg,Puzzle,1988.0
Tetris,Bandai WonderSwan Color,Vanguard Works,Elorg,Puzzle,2002.0
Tetris,Sega Genesis,Pageantsoft,Dr. Pepper Studio,Puzzle,1990.0
Tetris,Nintendo NES,Tengen Ltd.,AcademySoft,Puzzle,1988.0
Tetris,Mattel Intellivision,Public Domain,Joseph Zbiciak,Puzzle,2000.0
Tetris,Sega Naomi,Sega,Sega,Puzzle,1999.0
Tetris,Fairchild Channel F,Peter Trauner,Peter Trauner,Puzzle,2004.0
Tetris,MSX,Mirrorsoft,Elorg,Puzzle,1988.0
Tetris,Commodore Amiga,Mirrorsoft,Elorg,Puzzle,1987.0
Tetris,MSX 2,Mirrorsoft,Elorg,Puzzle,1988.0
Tetris,MGT Sam Coupe,Lord Insanity,Lord Insanity,Puzzle,1990.0
Tetris,Tandy TRS-80 CoCo,Tandy,AcademySoft,Puzzle,1987.0
Tetris,Sinclair ZX Spectrum,Mirrorsoft,Spectrum Holobyte,Puzzle,1987.0
